Number,Title,Vehicle_class,Manufacturer,Features,Acquisition,Price,Storage_location,Delivery_method,Modifications,Resale_flag,Resale_price,Race_availability,Top_speed_in_game,Based_on,Seats,weight_in_kg,drive_train,gears,release_date,release_dlc,top_speed_real,lap_time,bulletproof,weapon1_resistance,weapon2_resistance,weapon3_resistance,weapon4_resistance,weapon5_resistance,speed,acceleration,braking,handling,overall,vehicle_url
213, Emperor Habanero,SUVs,Emperor,JDM Car,Can be stolen / found,"$42,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$25,200	
	($89,100 when fully upgraded)",Can be used in Races,85.13 mph (137.00 km/h),"2003-2008 Lexus RX, and 2009-2015 Toyota Venza",4,"2,400	KG",NA,5,17-Sep-13,1.01 Game Launch,104.75 mph (168.58 km/h),01:18.3,No,1,1,2,1,1,"Speed
73.51","Acceleration
45.00","Braking
8.33","Handling
63.64","Overall
47.62",https://www.gtabase.com//grand-theft-auto-v/vehicles/emperor-habanero
214, Vapid Bullet,Super,Vapid,"Bulletproof - Rear, Mystery Prize",Legendary Motorsport,"$155,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$93,000	
	($224,750 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),Ford GT,2,"1,100	KG",RWD,5,17-Sep-13,1.01 Game Launch,118.75 mph (191.11 km/h),01:08.0,Has Rear Louvers,1,1,2,1,1,"Speed
81.56","Acceleration
82.50","Braking
26.67","Handling
77.27","Overall
67.00",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-bullet
215, Weeny Issi (Arena),Compacts,Weeny,"Arena Contender, Armored Vehicle, Custom Vehicle, Has Liveries, Has Variants, Jump Ability, No Passive Mode, Proximity Mines, Rocket Boost, Unique Radar Icon, Weaponized Vehicle",Arena War,"$1,089,000 ",Garage (Personal Vehicle),Mechanic,Arena Workshop,Can be sold only if purchased (High-End),"$653,400	
	($2,252,035 when fully upgraded)",Arena War Races,86.99 mph (140.00 km/h),"Custom 1964 Mini Cooper S, aka ""The Mini""",2,"1,200	KG",RWD,4,11-Dec-18,1.46 Arena War,124.25 mph (199.96 km/h),01:09.2,Window plates available at Arena's workshop,4,1,3,1,1,"Speed
75.12","Acceleration
85.00","Braking
13.33","Handling
60.61","Overall
58.51",https://www.gtabase.com//grand-theft-auto-v/vehicles/issi-arena
216, Vapid Peyote,Sports Classics,Vapid,"Gang Vehicle, Has Variants, Removable Roof",Can be stolen / found,"$38,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$22,800	
	($93,775 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),Ford Thunderbird,2,"2,100	KG",RWD,4,17-Sep-13,1.01 Game Launch,98.25 mph (158.12 km/h),01:24.8,No,1,1,2,1,1,"Speed
69.75","Acceleration
40.00","Braking
8.33","Handling
56.06","Overall
43.54",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-peyote
217, Übermacht Zion,Coupes,Übermacht,Has Variants,Can be stolen / found,"$60,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$36,000	
	($147,838 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),BMW M6 E63,2,"1,400	KG",RWD,6,17-Sep-13,1.01 Game Launch,117.00 mph (188.29 km/h),01:07.4,No,1,1,2,1,1,"Speed
77.80","Acceleration
55.00","Braking
30.00","Handling
78.79","Overall
60.40",https://www.gtabase.com//grand-theft-auto-v/vehicles/ubermacht-zion
218, Pegassi Torero XO,Super,Pegassi,"Active Spoiler, Has Liveries",Legendary Motorsport,"$2,890,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,734,000	
	($1,946,623 when fully upgraded)",Can be used in Races,100.20 mph (161.25 km/h),Lamborghini Countach LPI 800-4,2,"1,595	KG",NA,7,26-Jul-22,1.61 Criminal Enterprises,131.00 mph (210.82 km/h),00:59.6,No,1,1,2,1,1,"Speed
86.52","Acceleration
96.25","Braking
38.33","Handling
83.92","Overall
76.26",https://www.gtabase.com//grand-theft-auto-v/vehicles/torero-xo
219, Truffade Nero Custom,Super,Truffade,"Custom Vehicle, Has Liveries",Benny's Original Motor Works,"$605,000 ",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$363,000	
	($602,305 when fully upgraded)",Can be used in Races,99.54 mph (160.20 km/h),Bugatti Vision Gran Turismo,2,"1,800	KG",NA,6,20-Dec-16,1.37 Import/Export,127.25 mph (204.79 km/h),01:01.1,No,1,1,2,1,1,"Speed
85.96","Acceleration
85.01","Braking
36.67","Handling
81.06","Overall
72.17",https://www.gtabase.com//grand-theft-auto-v/vehicles/truffade-nero-custom
220,  Tri-Cycles Race Bike,Cycles,NA,Mystery Prize,Can be stolen / found,"$10,000 ",Garage (Personal Vehicle),Mechanic,Cannot be modified,Cannot be sold,NA,Can be used in Races,39.15 mph (63.00 km/h),Pinarello Dogma,1,"110	KG",RWD,NA,17-Sep-13,1.01 Game Launch,47.00 mph (75.64 km/h),02:08.4,No,1,1,2,1,1,"Speed
33.80","Acceleration
16.88","Braking
41.67","Handling
28.03","Overall
30.09",https://www.gtabase.com//grand-theft-auto-v/vehicles/tri-cycles-race-bike
221, Karin S95,Sports,Karin,"Has Liveries, HSW Performance Upgrade",Southern S.A. Super Autos,"$1,995,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,197,000	
	($1,716,925 when fully upgraded)",Can be used in Races,94.14 mph (151.50 km/h),Toyota GT86,2,"1,270	KG",RWD,6,15-Mar-22,1.59 PS5 & Xbox Series X|S Release,115.50 mph (185.88 km/h),01:05.7,No,1,1,2,1,1,"Speed
81.29","Acceleration
83.50","Braking
36.67","Handling
76.06","Overall
69.38",https://www.gtabase.com//grand-theft-auto-v/vehicles/s95
222, Ocelot Stromberg,Sports Classics,Ocelot,"Armored Vehicle, Bulletproof - Rear, Has Trade Price, Homing Missiles, No Passive Mode, Submersible Vehicle, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$3,185,350 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,911,810	
	($2,041,360 when fully upgraded)",Special Vehicle Races,93.21 mph (150.00 km/h),Maserati Bora,2,"1,300	KG",RWD,6,12-Dec-17,1.42 The Doomsday Heist,112.75 mph (181.45 km/h),01:08.0,Bulletproof from the rear (rear has no windows),6,2,5,1,1,"Speed
80.48","Acceleration
72.50","Braking
33.33","Handling
75.76","Overall
65.52",https://www.gtabase.com//grand-theft-auto-v/vehicles/ocelot-stromberg
223, Mammoth Patriot Mil-Spec,Off-Road,Mammoth,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, Countermeasures, Has Liveries, Has Trade Price, Imani Tech, Proximity Mines, Remote Control Unit, Unique Radar Icon, Weaponized Vehicle",Southern S.A. Super Autos,"$1,710,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,026,000	
	($1,736,725 when fully upgraded)",Can be used in Races,79.54 mph (128.00 km/h),Hummer H1 SUV,4,"3,430	KG",NA,4,30-Dec-21,1.58 The Contract,96.00 mph (154.50 km/h),01:17.1,Bullet resistant windows; Needs Armor Plating upgrade for maximum resistance to explosive,12,4,10,2,1,"Speed
68.68","Acceleration
57.50","Braking
16.17","Handling
60.15","Overall
50.62",https://www.gtabase.com//grand-theft-auto-v/vehicles/patriot-mil-spec
224, Vapid Dominator GTT,Muscle,Vapid,"Has Liveries, Has Trade Price, Tuners Vehicle",Southern S.A. Super Autos,"$1,220,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$732,000	
	($1,025,962 when fully upgraded)",Can be used in Races,90.29 mph (145.30 km/h),1969-1970 Ford Mustang,2,"1,465	KG",RWD,4,20-Jul-21,1.57 Los Santos Tuners,115.50 mph (185.88 km/h),01:07.3,No,1,1,2,1,1,"Speed
77.42","Acceleration
75.68","Braking
25.00","Handling
75.76","Overall
63.46",https://www.gtabase.com//grand-theft-auto-v/vehicles/dominator-gtt
225, Vapid Slamvan Custom,Muscle,Vapid,"Custom Vehicle, Has Liveries, Hydraulics",Benny's Original Motor Works,"$415,000 ",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$236,550	
	($558,848 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),"Rat Rodded 1953–1956 Ford F-Series (pickup form), 1950s Ford F-Series",2,"1,400	KG",RWD,4,15-Mar-16,1.33 Lowriders: Custom Classics,117.50 mph (189.10 km/h),01:11.0,No,1,1,2,1,1,"Speed
72.43","Acceleration
62.50","Braking
20.00","Handling
71.21","Overall
56.54",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-slamvan-custom
226, Principe Lectro,Motorcycles,Principe,"Has Trade Price, KERS Boost",Legendary Motorsport,"$997,500 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$598,500	
	($725,550 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),"Ducati Streetfighter S, MV Agusta Brutale S",2,"250	KG",RWD,5,10-Mar-15,1.21 Heists DLC,109.25 mph (175.82 km/h),01:03.7,No,1,1,2,1,1,"Speed
75.12","Acceleration
70.00","Braking
40.00","Handling
59.09","Overall
61.05",https://www.gtabase.com//grand-theft-auto-v/vehicles/principe-lectro
227, Pegassi Weaponized Ignus,Super,Pegassi,"Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, Countermeasures, Has Liveries, HSW Performance Upgrade, No Passive Mode, Weaponized Vehicle",Warstock Cache & Carry,"$3,245,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,947,000	
	($2,463,525 when fully upgraded)",Can be used in Races,99.57 mph (160.25 km/h),Lamborghini Sián FKP 37,2,"1,650	KG",NA,7,15-Mar-22,1.59 PS5 & Xbox Series X|S Release,124.75 mph (200.77 km/h),00:58.8,Bullet resistant windows from all sides (rear has no windows),1,1,2,1,1,"Speed
85.98","Acceleration
96.50","Braking
33.33","Handling
83.86","Overall
74.92",https://www.gtabase.com//grand-theft-auto-v/vehicles/weaponized-ignus
228, Benefactor Serrano,SUVs,Benefactor,Mystery Prize,Can be stolen / found,"$60,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$36,000	
	($129,150 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),Mercedes-Benz M-Class W164,4,"2,400	KG",NA,6,17-Sep-13,1.01 Game Launch,101.50 mph (163.35 km/h),01:16.4,No,1,1,2,1,1,"Speed
69.75","Acceleration
50.00","Braking
13.33","Handling
63.64","Overall
49.18",https://www.gtabase.com//grand-theft-auto-v/vehicles/benefactor-serrano
229, Declasse Moonbeam,Muscle,Declasse,"Has Variants, Mystery Prize",Benny's Original Motor Works,"$32,500 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$19,500	
	($151,250 when fully upgraded)",Can be used in Races,77.67 mph (125.00 km/h),1985-1994 Chevrolet Astro/1985-1994 GMC Safari; KK Jeep Liberty,4,"2,400	KG",RWD,4,20-Oct-15,1.30 Lowriders,102.00 mph (164.15 km/h),01:21.6,No,1,1,2,1,1,"Speed
67.07","Acceleration
52.50","Braking
13.33","Handling
60.61","Overall
48.38",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-moonbeam
230, Grotti Stinger,Sports Classics,Grotti,"Has Variants, Removable Roof",Legendary Motorsport,"$850,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$510,000	
	($642,100 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Ferrari 250 GT California Spyder & Alfa Romeo 33 Stradale,2,"1,100	KG",RWD,5,17-Sep-13,1.01 Game Launch,112.00 mph (180.25 km/h),01:13.2,No,1,1,2,1,1,"Speed
77.80","Acceleration
65.00","Braking
20.00","Handling
65.15","Overall
56.99",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-stinger
231, Grotti GT500,Sports Classics,Grotti,Has Liveries,Legendary Motorsport,"$785,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$471,000	
	($622,390 when fully upgraded)",Can be used in Races,87.12 mph (140.20 km/h),"Ferrari 250 GT SWB, BMW 507",2,"800	KG",RWD,5,16-Jan-18,1.42 The Doomsday Heist,110.75 mph (178.23 km/h),01:12.1,No,1,1,2,1,1,"Speed
75.22","Acceleration
72.50","Braking
25.67","Handling
66.67","Overall
60.01",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-gt500
232, Buckingham Miljet,Planes,Buckingham,"Armored Vehicle, Bulletproof - Rear",Elitás Travel,"$1,700,000 ",Pegasus Vehicle,Pegasus Concierge,Paint Job Only,Cannot be sold,NA,Can be used in Races,86.99 mph (140.00 km/h),"Bombardier CRJ200, Dassault Falcon 7X",16,"6,400	KG",NA,NA,19-Aug-14,1.16 SA Flight School,161.25 mph (259.51 km/h),00:49.6,Bulletproof from the rear (rear has no windows),3,1,2,1,1,"Speed
83.50","Acceleration
37.50","Braking
35.00","Handling
25.00","Overall
45.25",https://www.gtabase.com//grand-theft-auto-v/vehicles/buckingham-miljet
233, Vapid Pißwasser Dominator,Muscle,Vapid,"Mystery Prize, Stock Car",Southern S.A. Super Autos,"$315,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$189,000	
	($299,663 when fully upgraded)",Can be used in Races,91.34 mph (147.00 km/h),Ford Mustang,2,"1,500	KG",RWD,5,18-Nov-14,1.18 PS4 & Xbox One Release,126.50 mph (203.58 km/h),01:06.8,No,1,1,2,1,1,"Speed
78.87","Acceleration
77.50","Braking
30.00","Handling
69.70","Overall
64.02",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-dominator-pisswasser
234, Grotti Turismo R,Super,Grotti,"Hybrid Vehicle, Mystery Prize",Legendary Motorsport,"$500,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$300,000	
	($438,600 when fully upgraded)",Can be used in Races,96.31 mph (155.00 km/h),"LaFerrari, McLaren P1, GTA Spano",2,"1,350	KG",RWD,6,4-Mar-14,1.11 Business,121.75 mph (195.94 km/h),01:02.0,No,1,1,2,1,1,"Speed
83.17","Acceleration
88.25","Braking
40.00","Handling
80.00","Overall
72.85",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-turismo-r
235, Enus Stafford,Sedans,Enus,Has Liveries,Legendary Motorsport,"$1,272,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$763,200	
	($907,490 when fully upgraded)",Can be used in Races,74.56 mph (120.00 km/h),"1959 Rolls-Royce Silver Cloud, 1955 Rolls-Royce Silver Wraith",4,"2,110	KG",RWD,4,31-Jul-18,1.44 After Hours,93.50 mph (150.47 km/h),01:22.2,No,1,1,2,1,1,"Speed
64.39","Acceleration
50.00","Braking
15.00","Handling
60.61","Overall
47.50",https://www.gtabase.com//grand-theft-auto-v/vehicles/stafford
236, Bravado Sasquatch (Arena),Off-Road,Bravado,"Arena Contender, Armored Vehicle, Custom Vehicle, Has Liveries, Has Variants, Jump Ability, No Passive Mode, Proximity Mines, Rocket Boost, Unique Radar Icon, Weaponized Vehicle",Arena War,"$1,530,875 ",Arena Workshop,Mechanic,Arena Workshop,Can be sold only if purchased (High-End),"$918,525	
	($2,183,440 when fully upgraded)",Arena War Races,80.78 mph (130.00 km/h),"1940 Dodge W-Series, custom W-Series, aka ""Bigfoot"" in the film Mad Max: Fury Road",2,"4,400	KG",NA,3,11-Dec-18,1.46 Arena War,121.25 mph (195.13 km/h),01:04.1,Window plates available at Arena's workshop,6,2,5,1,1,"Speed
69.75","Acceleration
100.00","Braking
21.67","Handling
68.94","Overall
65.09",https://www.gtabase.com//grand-theft-auto-v/vehicles/sasquatch-arena
237, Annis Euros,Sports,Annis,"Has Liveries, Has Trade Price, JDM Car, Tuners Vehicle",Legendary Motorsport,"$1,800,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,080,000	
	($1,404,658 when fully upgraded)",Can be used in Races,93.11 mph (149.85 km/h),Nissan 350Z and Nissan 370Z,2,"1,466	KG",RWD,7,20-Jul-21,1.57 Los Santos Tuners,116.50 mph (187.49 km/h),01:05.2,No,1,1,2,1,1,"Speed
80.40","Acceleration
81.00","Braking
30.00","Handling
77.62","Overall
67.26",https://www.gtabase.com//grand-theft-auto-v/vehicles/euros
238,  RM-10 Bombushka,Planes,NA,"Armored Vehicle, Bombs Mod, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, Countermeasures, Has Liveries, Has Trade Price, No Passive Mode, Rocket Boost, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$5,918,500 ",Hangar (Personal Aircraft),Interaction Menu - Aircraft,Hangar Aircraft Workshop,Can be sold only if purchased (High-End),"$3,551,100	
	($4,253,175 when fully upgraded)",Transform Races Only,174.92 mph (281.50 km/h),Antonov An-12,6,"30,100	KG",RWD,NA,19-Sep-17,1.41 Smuggler's Run,84.50 mph (135.99 km/h),01:40.4,Windows are unbreakable,3,1,2,1,1,"Speed
85.66","Acceleration
11.00","Braking
27.50","Handling
0.00","Overall
31.04",https://www.gtabase.com//grand-theft-auto-v/vehicles/rm-10-bombushka
239, Maibatsu Mule (Heist),Commercial,Maibatsu,"Bulletproof - Rear, Has Trade Price, Peds can stand on top",Warstock Cache & Carry,"$43,225 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Can be used in Races,62.14 mph (100.00 km/h),"Mitsubishi Fuso FM series, fifth generation Isuzu Elf N-Series",2,"12,500	KG",RWD,5,10-Mar-15,1.21 Heists DLC,72.75 mph (117.08 km/h),01:44.0,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
53.66","Acceleration
27.50","Braking
54.11","Handling
45.18","Overall
45.11",https://www.gtabase.com//grand-theft-auto-v/vehicles/maibatsu-mule-armored
240, Annis Elegy RH8,Sports,Annis,"Has Variants, JDM Car",Legendary Motorsport,"$95,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$57,000	
	($216,070 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),Nissan GTR R35,2,"1,700	KG",NA,6,17-Sep-13,1.01 Game Launch,118.50 mph (190.71 km/h),01:02.5,No,1,1,2,1,1,"Speed
81.56","Acceleration
82.50","Braking
16.67","Handling
81.82","Overall
65.64",https://www.gtabase.com//grand-theft-auto-v/vehicles/annis-elegy-rh8
241, Lampadati Felon GT,Coupes,Lampadati,"Convertible - Soft-top, Mystery Prize",Can be stolen / found,"$95,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$57,000	
	($122,600 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),"Jaguar XF, Maserati Quattroporte",2,"1,850	KG",RWD,6,17-Sep-13,1.01 Game Launch,110.50 mph (177.83 km/h),01:11.5,No,1,1,2,1,1,"Speed
77.80","Acceleration
60.00","Braking
30.00","Handling
75.76","Overall
60.89",https://www.gtabase.com//grand-theft-auto-v/vehicles/lampadati-felon-gt
242, Imponte Ruiner ZZ-8,Muscle,Imponte,Has Liveries,Southern S.A. Super Autos,"$1,320,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$792,000	
	($993,675 when fully upgraded)",Can be used in Races,93.83 mph (151.00 km/h),Pontiac Trans Am Gen IV,2,"1,590	KG",RWD,6,18-Aug-22,1.61 Criminal Enterprises,115.75 mph (186.28 km/h),01:07.0,No,1,1,2,1,1,"Speed
81.02","Acceleration
77.12","Braking
27.33","Handling
71.52","Overall
64.25",https://www.gtabase.com//grand-theft-auto-v/vehicles/ruiner-zz-8
243, Overflod Tyrant,Super,Overflod,Bulletproof - Rear,Legendary Motorsport,"$2,515,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,509,000	
	($1,653,150 when fully upgraded)",Can be used in Races,102.53 mph (165.00 km/h),"Apollo Arrow, Apollo Intensa Emozione, 2017 Ford GT",2,"1,175	KG",RWD,6,8-May-18,1.43 Southern SA Super Sport Series,127.00 mph (204.39 km/h),01:01.4,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
88.53","Acceleration
85.00","Braking
33.33","Handling
100.00","Overall
76.72",https://www.gtabase.com//grand-theft-auto-v/vehicles/overflow-tyrant
244, Grotti Carbonizzare,Sports,Grotti,"Convertible - Hard-top, Mystery Prize",Legendary Motorsport,"$195,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$117,000	
	($255,625 when fully upgraded)",Can be used in Races,98.18 mph (158.00 km/h),"V12 Zagato rear, Nissan GT-R, Ferrari 458 Italia, Ferrari 612 Scagliëtti",2,"1,600	KG",RWD,6,17-Sep-13,1.01 Game Launch,119.50 mph (192.32 km/h),01:05.7,No,1,1,2,1,1,"Speed
84.78","Acceleration
87.50","Braking
26.67","Handling
72.12","Overall
67.77",https://www.gtabase.com//grand-theft-auto-v/vehicles/grotti-carbonizzare
245, Cheval Taipan,Super,Cheval,Bulletproof - Rear,Legendary Motorsport,"$1,980,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,188,000	
	($1,361,025 when fully upgraded)",Can be used in Races,105.79 mph (170.25 km/h),"Hennessey Venom F5, second generation Ford GT, Trion Nemesis, McLaren P1",2,"1,400	KG",RWD,6,20-Mar-18,1.43 Southern SA Super Sport Series,126.25 mph (203.18 km/h),01:05.8,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
91.35","Acceleration
89.25","Braking
33.33","Handling
100.00","Overall
78.48",https://www.gtabase.com//grand-theft-auto-v/vehicles/cheval-taipan
246, Vapid Riata,Off-Road,Vapid,Has Liveries,Southern S.A. Super Autos,"$380,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$228,000	
	($404,170 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),Ford Bronco,2,"2,300	KG",NA,4,12-Dec-17,1.42 The Doomsday Heist,104.00 mph (167.37 km/h),01:12.8,No,1,1,2,1,1,"Speed
72.43","Acceleration
62.50","Braking
10.00","Handling
62.12","Overall
51.76",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-riata
